Ave	Max	MaxTime	Psd	Ring	Rms	Width	Rp	Rm	A
46.25122 	0.88374 	1225	661448.88847 	2325	73.76472 	3225	383.00 	457.00 	31.80 
45.24545 	0.84381 	1200	656432.04574 	2416	72.41507 	3100	383.00 	457.00 	31.80 
46.15948 	0.87635 	1175	647391.75539 	2380	73.11084 	3075	383.00 	457.00 	31.80 
45.79672 	0.84436 	1325	651843.07533 	2413	72.31861 	3150	383.00 	457.00 	31.80 
46.15602 	0.86402 	1150	653866.55604 	2448	73.38490 	3175	383.00 	457.00 	31.80 
46.27169 	0.85858 	1225	648766.38786 	2312	72.88567 	3200	383.00 	457.00 	31.80 
45.46617 	0.81261 	1225	639322.69305 	2534	71.44961 	3350	383.00 	457.00 	31.80 
45.06392 	0.82491 	1200	646832.98574 	2458	71.93660 	3225	383.00 	457.00 	31.80 
46.05290 	0.87286 	1300	655620.26215 	2382	73.25412 	3150	383.00 	457.00 	31.80 
46.22050 	0.85582 	1275	655628.34052 	2384	73.51911 	2975	383.00 	457.00 	31.80 
46.21412 	0.82946 	1300	654627.66768 	2469	72.91303 	3450	383.00 	457.00 	31.80 
45.60108 	0.85977 	1300	649504.73307 	2365	72.45296 	3050	383.00 	457.00 	31.80 
45.94772 	0.86122 	1225	649447.15550 	2492	72.71557 	3225	383.00 	457.00 	31.80 
46.11586 	0.85863 	1150	655379.66869 	2382	73.18838 	3300	383.00 	457.00 	31.80 
45.65852 	0.86958 	1200	648406.55639 	2399	72.25282 	3275	383.00 	457.00 	31.80 
45.71154 	0.89824 	1250	656356.07243 	2330	73.37122 	2875	383.00 	457.00 	31.80 
46.15103 	0.88093 	1225	656515.24804 	2325	73.43913 	3200	383.00 	457.00 	31.80 
45.24331 	0.86909 	1275	648580.91039 	2334	72.42287 	2975	383.00 	457.00 	31.80 
44.99540 	0.84356 	1225	632815.38742 	2424	70.93299 	3225	383.00 	457.00 	31.80 
44.03602 	0.79226 	1175	621455.57048 	2504	69.64954 	3250	383.00 	457.00 	31.80 
45.00592 	0.82229 	1225	637265.23792 	2433	71.43112 	3400	383.00 	457.00 	31.80 
43.94834 	0.82516 	1225	632174.15926 	2408	69.89305 	3300	383.00 	457.00 	31.80 
44.11007 	0.80626 	1150	624223.35098 	2453	69.59195 	3150	383.00 	457.00 	31.80 
44.48622 	0.82521 	1275	636450.06422 	2442	70.71723 	3000	383.00 	457.00 	31.80 
46.09296 	0.90076 	1100	669345.73098 	2311	74.15130 	2975	383.00 	457.00 	31.80 
44.61309 	0.82756 	1100	626370.55029 	2401	70.31465 	3200	383.00 	457.00 	31.80 
43.16542 	0.96979 	1600	685610.62548 	1968	76.23348 	2500	471.00 	599.00 	23.20 
43.56830 	1.03194 	1675	700027.53841 	1900	77.30245 	2475	471.00 	599.00 	23.20 
43.77020 	0.98007 	1575	691780.11738 	2055	76.87169 	2625	471.00 	599.00 	23.20 
42.86960 	0.97433 	1675	677396.67514 	1932	75.62863 	2575	471.00 	599.00 	23.20 
43.14569 	0.96428 	1525	686000.06115 	1990	76.09145 	2550	471.00 	599.00 	23.20 
34.85688 	1.12720 	1125	742855.47064 	839	83.33566 	1875	471.00 	599.00 	23.20 
45.22066 	1.01788 	1600	718373.88519 	2028	79.76670 	2550	471.00 	599.00 	23.20 
46.44718 	1.07669 	1550	740983.34250 	1925	82.20242 	2425	471.00 	599.00 	23.20 
45.67888 	1.06905 	1525	731081.76422 	1906	81.17129 	2450	471.00 	599.00 	23.20 
45.32982 	1.07188 	1525	721456.01039 	1917	80.29569 	2325	471.00 	599.00 	23.20 
45.37917 	1.03496 	1600	723205.23021 	1954	80.28139 	2575	471.00 	599.00 	23.20 
41.12238 	1.09075 	1575	693280.81297 	1603	75.30168 	2350	471.00 	599.00 	23.20 
44.86222 	1.01141 	1600	706411.68840 	2016	78.50698 	2425	471.00 	599.00 	23.20 
44.13527 	1.02219 	1625	700019.54364 	1978	77.43305 	2575	471.00 	599.00 	23.20 
43.22467 	0.93529 	1525	670166.17658 	2158	74.72260 	2775	471.00 	599.00 	23.20 
43.89284 	0.97083 	1600	686889.02885 	2016	76.58631 	2575	471.00 	599.00 	23.20 
44.65378 	0.99616 	1600	698181.92871 	2057	77.72448 	2650	471.00 	599.00 	23.20 
43.63818 	0.94785 	1575	691327.64996 	2064	76.43505 	2700	471.00 	599.00 	23.20 
42.57243 	0.95163 	1600	670802.59741 	2010	74.46547 	2625	471.00 	599.00 	23.20 
43.58695 	0.99833 	1575	697008.07822 	1943	77.07880 	2425	471.00 	599.00 	23.20 
42.94836 	0.98356 	1575	679466.83832 	2049	75.17019 	2575	471.00 	599.00 	23.20 
43.56554 	0.99385 	1600	693777.89403 	1900	76.85813 	2500	471.00 	599.00 	23.20 
43.09352 	0.97973 	1575	690213.12731 	1962	76.02378 	2625	471.00 	599.00 	23.20 
42.95533 	0.93430 	1600	672024.61558 	2094	74.79503 	2850	471.00 	599.00 	23.20 
43.16669 	0.95311 	1475	681282.75778 	2083	75.65110 	2750	471.00 	599.00 	23.20 
44.46131 	1.04272 	1625	710575.91902 	1923	78.69934 	2450	471.00 	599.00 	23.20 
43.82362 	1.00815 	1525	692143.81622 	1972	76.83722 	2575	471.00 	599.00 	23.20 
44.50642 	0.99312 	1675	702172.29745 	1992	78.32360 	2650	471.00 	599.00 	23.20 
44.20056 	0.99396 	1500	702176.07333 	1957	78.14709 	2550	471.00 	599.00 	23.20 
44.34142 	1.00480 	1650	698254.48966 	1975	77.99861 	2500	471.00 	599.00 	23.20 
44.41176 	0.98119 	1675	706960.05634 	2022	78.24872 	2700	471.00 	599.00 	23.20 
43.51969 	0.97957 	1600	688395.36342 	2023	76.39164 	2650	471.00 	599.00 	23.20 
43.56473 	0.97417 	1600	685668.85458 	2014	76.12664 	2600	471.00 	599.00 	23.20 
43.93002 	0.97996 	1575	691064.53988 	2058	77.17359 	2600	471.00 	599.00 	23.20 
44.20950 	1.07294 	1675	712384.99242 	1912	78.72739 	2300	471.00 	599.00 	23.20 
44.47575 	0.97947 	1675	698927.71975 	2048	77.57016 	2675	471.00 	599.00 	23.20 
42.25698 	0.94365 	1625	660985.87107 	2024	73.69521 	2525	471.00 	599.00 	23.20 
42.87380 	0.97548 	1575	680256.43952 	1984	75.22615 	2550	471.00 	599.00 	23.20 
42.85122 	0.98119 	1525	681621.24346 	1951	75.68834 	2525	471.00 	599.00 	23.20 
42.76844 	0.96759 	1575	677294.02379 	2004	75.19149 	2650	471.00 	599.00 	23.20 
43.02037 	0.98072 	1625	680366.09677 	1955	75.97993 	2500	471.00 	599.00 	23.20 
43.08545 	0.96388 	1600	677420.62239 	2045	75.52830 	2525	471.00 	599.00 	23.20 
42.90754 	0.97193 	1625	677598.63810 	2020	75.54663 	2550	471.00 	599.00 	23.20 
42.67293 	0.92609 	1575	663765.37031 	2054	74.23467 	2700	471.00 	599.00 	23.20 
63.33809 	1.00146 	1550	843383.83571 	2293	97.08924 	3225	397.00 	645.00 	26.20 
66.39688 	1.06087 	1850	865485.93532 	2444	100.51982 	3875	397.00 	645.00 	26.20 
66.00889 	1.07783 	1825	850882.46527 	2352	99.99114 	3125	397.00 	645.00 	26.20 
65.31016 	1.04657 	1575	864935.93851 	2324	100.24510 	3150	397.00 	645.00 	26.20 
65.62697 	1.02567 	1875	845342.94001 	2437	98.87227 	3975	397.00 	645.00 	26.20 
55.54307 	0.90519 	850	787976.62642 	1938	91.32293 	3800	397.00 	645.00 	26.20 
70.49665 	1.16209 	1525	918237.61041 	2253	107.61364 	3025	397.00 	645.00 	26.20 
72.59291 	1.07440 	1950	926995.94222 	2468	108.74169 	3675	397.00 	645.00 	26.20 
71.37728 	1.14293 	1700	924468.26832 	2352	107.61963 	3350	397.00 	645.00 	26.20 
70.98138 	1.15318 	1425	926455.70460 	2251	107.99879 	2925	397.00 	645.00 	26.20 
71.02817 	1.06829 	1725	911278.87610 	2435	106.81411 	3575	397.00 	645.00 	26.20 
70.83575 	1.16089 	1675	921958.76651 	2295	107.47475 	3275	397.00 	645.00 	26.20 
70.37838 	1.07689 	1500	960437.43632 	2192	111.66991 	3100	397.00 	645.00 	26.20 
50.44068 	0.96231 	1775	729808.64729 	2382	81.09369 	2900	397.00 	645.00 	26.20 
50.44677 	0.91559 	1775	726387.49049 	2365	81.12554 	3050	397.00 	645.00 	26.20 
51.42382 	0.99672 	1650	744932.63811 	2331	82.61804 	2825	397.00 	645.00 	26.20 
50.04637 	0.93647 	1775	719989.84718 	2342	80.37257 	2900	397.00 	645.00 	26.20 
50.84000 	0.95143 	1675	737563.19383 	2406	82.01026 	2950	397.00 	645.00 	26.20 
50.48434 	0.96499 	1750	730278.57197 	2340	81.37695 	2975	397.00 	645.00 	26.20 
45.12604 	0.96997 	1600	773530.79554 	1833	83.33865 	2925	397.00 	645.00 	26.20 
50.76010 	0.97001 	1625	724609.89601 	2319	81.67574 	2825	397.00 	645.00 	26.20 
51.43116 	1.00082 	1700	753905.56341 	2274	83.38272 	2750	397.00 	645.00 	26.20 
51.57944 	0.99239 	1725	756188.70304 	2263	84.09053 	2850	397.00 	645.00 	26.20 
51.20501 	0.97462 	1625	752117.36842 	2323	83.45939 	2825	397.00 	645.00 	26.20 
51.05654 	1.00426 	1675	743389.38152 	2246	82.61949 	2900	397.00 	645.00 	26.20 
50.56445 	0.97796 	1700	735587.76202 	2316	81.59903 	2900	397.00 	645.00 	26.20 
53.21134 	0.97911 	1725	771549.01306 	2340	86.27678 	2975	397.00 	645.00 	26.20 
52.48743 	1.04596 	1725	757174.67249 	2244	85.00017 	2850	397.00 	645.00 	26.20 
51.50405 	0.98284 	1675	742604.03693 	2296	83.01583 	2875	397.00 	645.00 	26.20 
52.15175 	1.02106 	1675	757674.88442 	2279	84.13009 	2875	397.00 	645.00 	26.20 
52.75332 	1.03346 	1700	768917.94008 	2261	85.55638 	2750	397.00 	645.00 	26.20 
52.24346 	1.05501 	1775	757522.56209 	2184	84.57251 	2675	397.00 	645.00 	26.20 
45.82314 	1.06769 	1800	673588.89388 	1768	73.75397 	2800	397.00 	645.00 	26.20 
52.58682 	1.03399 	1775	767895.22134 	2279	85.35298 	2725	397.00 	645.00 	26.20 
51.86309 	0.99902 	1675	754887.05915 	2309	83.88812 	3050	397.00 	645.00 	26.20 
52.53414 	1.06805 	1725	778995.36170 	2204	86.36452 	2725	397.00 	645.00 	26.20 
52.07910 	0.98115 	1650	755543.02315 	2317	84.64924 	2850	397.00 	645.00 	26.20 
51.18274 	1.01481 	1650	746088.21204 	2329	82.79967 	2750	397.00 	645.00 	26.20 
52.66280 	1.03607 	1750	761598.31423 	2222	85.17011 	2850	397.00 	645.00 	26.20 
51.23771 	0.94666 	1725	739233.06642 	2317	82.94872 	2950	397.00 	645.00 	26.20 
51.93651 	0.99467 	1825	753060.94051 	2340	84.05726 	2775	397.00 	645.00 	26.20 
50.82176 	0.96605 	1600	729895.72107 	2338	81.56203 	2925	397.00 	645.00 	26.20 
51.16797 	1.03305 	1750	755151.51990 	2172	83.51728 	2600	397.00 	645.00 	26.20 
52.16129 	1.01842 	1650	752155.48434 	2248	84.30678 	2900	397.00 	645.00 	26.20 
50.78823 	0.92829 	1575	728029.34931 	2365	81.71679 	3025	397.00 	645.00 	26.20 
51.62863 	1.01050 	1750	756275.47317 	2247	83.62891 	3000	397.00 	645.00 	26.20 
51.40044 	1.01730 	1725	753833.88499 	2209	83.79667 	2800	397.00 	645.00 	26.20 
